Thomas_100000_9900_5 0 4 0 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 7 4 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 7
Jessica_100000_9900_5 2 4 9 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 5 0 0 9 0 0 0 5 0 2 3 0 5 3 2 5 0 3 0 0
Laverne_100000_9900_5 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Irene_100000_9900_5 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 36 0 0 0 0 0 0 0 0 0 0 3 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
Annette_100000_9900_5 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 7 3 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9
Dorothy_100000_9900_5 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Raymond_100000_9900_5 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 3 0 10 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 6
Anthony_100000_9900_5 1 3 2 0 3 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 5 4 0 7 0 0 9 5 4 0 3 0 2 3 10 0 0 2 3 0 0 0 0 0 0 0 0 2 3 2 8
Nelson_100000_9900_5 2 4 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 5 0 2 3 0 5 3 2 5 0 3 0 0
Eric_100000_9900_5 1 3 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 7 0 0 0 0 0 0 0 3 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6
Erika_100000_9900_5 2 2 6 0 3 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 1 0 0 3 2 1 5 3 0 0 0
Patricia_100000_9900_5 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Judith_100000_9900_5 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Sandra_100000_9900_5 0 4 0 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 7 4 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
Napoleon_100000_9900_5 1 3 5 12 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 23 0 13 9 5 4 3 0 0 0 0 0 0 0 0 0 0 0 6
Dolores_100000_9900_5 2 3 8 0 5 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 2 3 0 5 3 2 8 5 0 0 0
Eloisa_100000_9900_5 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 3 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6
Gerald_100000_9900_5 0 3 0 11 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 9 0 9 0 0 0 0 9 9 16 3 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 3
Diane_100000_9900_5 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 3 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7
Patrick_100000_9900_5 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 2 0 6 0 4 2 0 0 0 0 0 0 0 0 0 0 0 0 4
Nicole_100000_9900_5 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 3 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6
Alvin_100000_9900_5 0 3 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 7 3 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
