Thomas_500000_9900_5 0 0 2 0 0 0 0 4 0 0 3
Jessica_500000_9900_5 2 0 3 0 0 0 2 4 2 7 3
Laverne_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Irene_500000_9900_5 1 0 0 0 0 57 0 1 0 0 1
Annette_500000_9900_5 1 0 0 0 0 1 0 3 0 0 3
Dorothy_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Raymond_500000_9900_5 1 0 0 0 0 1 0 1 0 0 5
Anthony_500000_9900_5 1 0 2 2 0 5 4 3 2 0 14
Nelson_500000_9900_5 2 0 2 0 0 0 2 0 2 13 1
Eric_500000_9900_5 1 0 2 0 0 1 2 1 0 0 5
Erika_500000_9900_5 2 0 10 2 0 0 0 2 0 5 5
Patricia_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Judith_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Sandra_500000_9900_5 0 0 2 0 0 0 0 4 0 0 1
Napoleon_500000_9900_5 1 0 8 0 0 0 0 11 5 0 1
Dolores_500000_9900_5 2 0 10 2 0 0 0 2 0 7 5
Eloisa_500000_9900_5 1 0 0 0 0 1 0 1 0 0 5
Gerald_500000_9900_5 0 0 4 0 0 2 3 9 0 0 2
Diane_500000_9900_5 1 0 0 0 0 1 0 1 0 0 1
Patrick_500000_9900_5 1 0 0 0 8 1 0 1 8 0 1
Nicole_500000_9900_5 1 0 0 0 0 1 0 1 0 0 5
Alvin_500000_9900_5 0 0 2 0 0 0 0 6 0 0 1
Travis_500000_9900_5 2 0 2 4 2 0 0 0 0 6 0
Tommy_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Timothy_500000_9900_5 1 0 0 0 0 1 10 1 0 0 7
Paul_500000_9900_5 2 0 34 4 2 0 0 2 0 7 5
Elmer_500000_9900_5 2 0 8 2 0 0 0 2 0 11 3
Tonya_500000_9900_5 1 0 0 0 0 1 0 1 0 0 5
Della_500000_9900_5 1 0 0 0 0 1 0 3 0 0 1
Vern_500000_9900_5 1 0 0 0 0 11 0 1 0 0 1
Bobby_500000_9900_5 1 0 0 0 0 1 0 1 0 0 5
Kevin_500000_9900_5 2 0 2 4 2 0 0 2 0 7 1
Sara_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Brenda_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Edith_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Jonathan_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Cole_500000_9900_5 1 0 0 0 0 0 0 1 1 0 7
Howard_500000_9900_5 2 0 1 0 0 2 2 0 2 7 3
Rudolf_500000_9900_5 2 0 2 2 2 0 0 8 0 2 2
Vincent_500000_9900_5 1 0 0 0 8 1 0 1 8 0 1
Elda_500000_9900_5 1 0 0 0 0 1 0 1 0 0 1
Shawn_500000_9900_5 0 0 4 0 0 0 0 4 0 0 1
Jeff_500000_9900_5 2 0 1 0 0 0 2 0 0 7 3
Katie_500000_9900_5 2 0 40 8 0 0 0 8 0 20 20
Janice_500000_9900_5 1 0 0 0 0 1 0 3 0 0 1
Joseph_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Debra_500000_9900_5 1 0 0 0 0 1 0 1 0 0 5
Rachel_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Lorraine_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Janet_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Charles_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Michael_500000_9900_5 1 0 0 0 0 1 0 1 0 0 1
Constance_500000_9900_5 2 0 1 0 0 0 2 0 2 7 3
Selma_500000_9900_5 1 0 0 0 0 4 3 1 0 0 5
Genevieve_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Helen_500000_9900_5 0 0 2 0 0 0 0 6 0 0 3
Brian_500000_9900_5 1 0 0 0 0 1 0 1 0 0 5
Gloria_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
John_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Keith_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Gustavo_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Joshua_500000_9900_5 1 0 0 0 0 1 0 1 0 0 5
Lynnette_500000_9900_5 1 0 0 0 0 1 2 1 0 0 5
Agnes_500000_9900_5 2 0 20 4 2 0 0 4 0 7 7
Eleanor_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Abigail_500000_9900_5 0 0 2 4 6 2 4 0 2 4 0
Rhonda_500000_9900_5 2 0 2 0 0 0 2 0 2 13 1
Linda_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Felix_500000_9900_5 1 0 0 0 0 1 2 1 0 0 5
Louis_500000_9900_5 0 0 2 0 0 0 0 6 0 0 1
Owen_500000_9900_5 1 0 2 0 2 1 6 1 0 0 3
Nancy_500000_9900_5 1 0 0 0 0 1 0 1 0 2 1
Aileen_500000_9900_5 1 0 0 0 0 1 0 1 0 0 7
Rene_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Norman_500000_9900_5 1 0 0 0 0 1 0 3 0 0 3
Joanna_500000_9900_5 2 0 1 0 0 0 2 0 2 7 3
Cynthia_500000_9900_5 1 0 1 1 0 1 0 1 0 0 5
Amy_500000_9900_5 2 0 8 2 0 0 0 2 0 7 5
Marie_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Lori_500000_9900_5 2 0 10 2 2 0 0 2 0 7 3
Ivan_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Chester_500000_9900_5 2 0 1 0 0 0 2 0 0 5 3
Arthur_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Susan_500000_9900_5 2 0 14 2 0 0 0 10 0 7 7
Terry_500000_9900_5 2 0 1 0 0 0 2 0 0 7 3
Tamara_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Rose_500000_9900_5 0 0 13 2 0 7 7 24 4 2 10
Cecil_500000_9900_5 2 0 87 8 0 0 0 26 0 20 17
Leticia_500000_9900_5 1 0 0 0 0 0 0 5 1 0 1
Phuong_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Sharon_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Rochelle_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Millard_500000_9900_5 0 0 0 0 0 0 0 8 0 0 2
Michelle_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Stacey_500000_9900_5 1 0 0 0 0 1 0 3 0 0 3
Jewell_500000_9900_5 2 0 20 2 0 0 0 2 0 7 5
Patria_500000_9900_5 1 0 0 0 0 3 0 1 0 1 6
Carolyn_500000_9900_5 1 0 0 0 0 1 0 1 0 0 7
Wade_500000_9900_5 2 0 0 0 0 0 0 0 0 0 0
Rita_500000_9900_5 1 0 0 0 0 1 0 1 0 0 7
Frank_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Betty_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Tina_500000_9900_5 1 0 0 0 0 1 0 1 0 0 1
Donald_500000_9900_5 1 0 0 0 0 1 0 1 0 0 5
Melissa_500000_9900_5 2 0 10 4 2 0 0 2 0 5 5
Christy_500000_9900_5 1 0 0 0 0 1 0 1 0 0 5
Douglas_500000_9900_5 1 0 0 2 0 3 0 1 0 0 5
Natasha_500000_9900_5 1 0 0 0 0 1 0 1 0 0 3
Debby_500000_9900_5 1 0 0 0 0 1 0 1 0 0 5
Walter_500000_9900_5 2 0 20 16 8 0 0 8 0 21 3
Grace_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Scott_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Francine_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Camille_500000_9900_5 0 0 4 0 0 0 0 4 0 0 2
Lauren_500000_9900_5 2 0 5 0 0 0 2 10 2 7 5
Brett_500000_9900_5 2 0 1 0 0 0 2 0 8 13 1
Jeffrey_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Rafael_500000_9900_5 1 0 4 0 0 1 0 5 0 0 1
Carlos_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Edmundo_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Irmgard_500000_9900_5 1 0 0 0 0 1 0 1 0 0 2
Sherri_500000_9900_5 2 0 29 8 0 1 3 24 0 13 14
Jennifer_500000_9900_5 1 0 4 0 0 1 10 17 2 0 9
Raye_500000_9900_5 1 0 0 0 0 1 0 1 0 0 5
Darren_500000_9900_5 2 0 4 4 2 0 0 2 0 3 3
Justin_500000_9900_5 1 0 0 0 0 1 0 1 0 0 7
Donn_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Dale_500000_9900_5 1 0 0 0 0 1 0 1 1 2 14
Anita_500000_9900_5 1 0 0 0 0 3 0 1 0 0 5
Marjorie_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Myron_500000_9900_5 2 0 4 2 0 0 0 2 0 5 5
Bonita_500000_9900_5 2 0 10 4 2 0 0 2 0 5 5
Barb_500000_9900_5 1 0 0 0 0 0 0 0 0 0 0
Joy_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Edgar_500000_9900_5 1 1 5 0 0 1 4 21 8 2 8
Elaine_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Marcia_500000_9900_5 1 0 0 0 0 1 0 1 0 0 1
Sam_500000_9900_5 0 0 2 0 0 0 0 0 0 0 1
Lydia_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Bertie_500000_9900_5 1 0 0 0 2 9 2 8 0 0 28
Steven_500000_9900_5 1 0 0 0 2 1 0 1 0 0 1
Martha_500000_9900_5 1 0 0 0 0 0 0 0 0 0 0
Jamie_500000_9900_5 1 0 0 0 0 1 0 1 0 0 1
Latashia_500000_9900_5 1 0 0 0 0 1 0 1 0 0 1
Ahmad_500000_9900_5 1 0 0 0 0 1 0 1 0 0 3
David_500000_9900_5 2 0 42 8 0 0 0 18 0 20 21
Brant_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Jan_500000_9900_5 1 0 0 0 0 1 0 1 0 0 5
Kimberly_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Lucy_500000_9900_5 1 0 0 0 0 1 0 1 0 0 5
Barbara_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Kelly_500000_9900_5 0 0 2 0 0 0 0 4 0 0 0
Richard_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Kathleen_500000_9900_5 2 0 1 0 0 0 2 0 2 7 3
Christopher_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
William_500000_9900_5 0 0 2 2 6 0 0 6 2 6 3
George_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Robert_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
James_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Bruce_500000_9900_5 0 0 0 0 0 0 0 0 0 0 0
Emily_500000_9900_5 2 0 1 0 0 0 2 0 2 7 3
Peggy_500000_9900_5 1 0 0 0 0 1 0 1 0 0 3
